CV1,CV2,free energy (kJ/mol)
-1.5,0.9275,22.8024
-1.44,0.9275,23.9015
-1.38,0.9275,22.2371
-1.32,0.9275,19.994
-1.26,0.9275,19.3605
-1.2,0.9275,19.8151
-1.14,0.9275,22.2403
-1.08,0.9275,26.6283
-1.02,0.9275,27.4291
-0.96,0.9275,25.3549
-0.9,0.9275,25.6541
-0.84,0.9275,28.7775
-0.78,0.9275,31.9385
-0.72,0.9275,32.4458
-0.66,0.9275,34.8644
-0.6,0.9275,38.3124
-0.54,0.9275,39.7976
-0.48,0.9275,41.0882
-0.42,0.9275,40.594
-0.36,0.9275,40.4844
-0.3,0.9275,39.806
-0.24,0.9275,38.0632
-0.18,0.9275,36.2756
-0.12,0.9275,35.6492
-0.06,0.9275,35.5327
-0.0,0.9275,35.2012
0.06,0.9275,34.8784
0.12,0.9275,34.8886
0.18,0.9275,35.008
0.24,0.9275,34.6885
0.3,0.9275,34.1403
0.36,0.9275,34.1985
0.42,0.9275,35.8384
0.48,0.9275,37.2425
0.54,0.9275,36.7831
0.6,0.9275,35.5753
0.66,0.9275,35.3786
0.72,0.9275,36.5011
0.78,0.9275,37.7569
0.84,0.9275,38.2303
0.9,0.9275,38.7899
0.96,0.9275,40.0539
1.02,0.9275,40.553
1.08,0.9275,40.7855
1.14,0.9275,41.4077
1.2,0.9275,42.1277
1.26,0.9275,41.3808
1.32,0.9275,41.1151
1.38,0.9275,40.3253
1.44,0.9275,39.8294
1.5,0.9275,41.7599
1.56,0.9275,44.3799
1.62,0.9275,44.6216
1.68,0.9275,43.5577
1.74,0.9275,42.3432
1.8,0.9275,42.1429
1.86,0.9275,43.762
1.92,0.9275,45.6682
1.98,0.9275,44.999
2.04,0.9275,44.9664
2.1,0.9275,44.6012
2.16,0.9275,45.2172
2.22,0.9275,48.2497
2.28,0.9275,53.0083
2.34,0.9275,56.8401
2.4,0.9275,59.2861
2.46,0.9275,61.3585
2.52,0.9275,65.9384
2.58,0.9275,74.0406
2.64,0.9275,inf
2.7,0.9275,inf
2.76,0.9275,inf
2.82,0.9275,inf
2.88,0.9275,inf
2.94,0.9275,inf
3.0,0.9275,inf
-3.0,0.944,inf
-2.94,0.944,inf
-2.88,0.944,inf
-2.82,0.944,inf
-2.76,0.944,inf
-2.7,0.944,60.2468
-2.64,0.944,48.07
-2.58,0.944,37.6155
-2.52,0.944,27.3629
-2.46,0.944,19.391
-2.4,0.944,14.8834
-2.34,0.944,13.9587
-2.28,0.944,16.6247
-2.22,0.944,22.8704
-2.16,0.944,34.8209
-2.1,0.944,33.4543
-2.04,0.944,32.4758
-1.98,0.944,31.3992
-1.92,0.944,29.9754
-1.86,0.944,28.594
-1.8,0.944,26.9856
-1.74,0.944,23.9549
-1.68,0.944,22.8485
-1.62,0.944,23.8754
-1.56,0.944,25.2241
-1.5,0.944,25.1797
-1.44,0.944,26.2892
-1.38,0.944,24.2399
-1.32,0.944,21.8382
-1.26,0.944,21.0601
-1.2,0.944,21.4287
-1.14,0.944,23.9568
-1.08,0.944,28.579
-1.02,0.944,29.3759
-0.96,0.944,27.2365
-0.9,0.944,27.5119
-0.84,0.944,30.5897
-0.78,0.944,32.7201
-0.72,0.944,32.7001
-0.66,0.944,35.1861
-0.6,0.944,38.9586
-0.54,0.944,40.6465
-0.48,0.944,42.2584
-0.42,0.944,41.8596
-0.36,0.944,41.4217
-0.3,0.944,40.4435
-0.24,0.944,38.7161
-0.18,0.944,36.8969
-0.12,0.944,36.1619
-0.06,0.944,35.8805
-0.0,0.944,35.2634
0.06,0.944,34.6761
0.12,0.944,34.7575
0.18,0.944,34.8013
0.24,0.944,34.3748
0.3,0.944,33.883
0.36,0.944,33.9773
0.42,0.944,35.6097
0.48,0.944,36.9056
0.54,0.944,36.407
0.6,0.944,35.0364
0.66,0.944,34.7815
0.72,0.944,35.9233
0.78,0.944,37.2768
0.84,0.944,37.7192
0.9,0.944,38.0586
0.96,0.944,39.0966
1.02,0.944,39.4504
1.08,0.944,39.6839
1.14,0.944,40.2201
1.2,0.944,41.2466
1.26,0.944,40.8484
1.32,0.944,40.7023
1.38,0.944,40.1218
1.44,0.944,39.7819
1.5,0.944,41.6721
1.56,0.944,43.866
1.62,0.944,43.7034
1.68,0.944,42.6116
1.74,0.944,41.5637
1.8,0.944,41.3316
1.86,0.944,42.8901
1.92,0.944,45.0102
1.98,0.944,44.3615
2.04,0.944,43.854
2.1,0.944,43.1261
2.16,0.944,43.8088
2.22,0.944,47.028
2.28,0.944,51.9484
2.34,0.944,55.3936
2.4,0.944,57.5516
2.46,0.944,59.5067
2.52,0.944,64.046
2.58,0.944,72.1129
2.64,0.944,inf
2.7,0.944,inf
2.76,0.944,inf
2.82,0.944,inf
2.88,0.944,inf
2.94,0.944,inf
3.0,0.944,inf
-3.0,0.9605,inf
-2.94,0.9605,inf
-2.88,0.9605,inf
-2.82,0.9605,inf
-2.76,0.9605,inf
-2.7,0.9605,62.6743
-2.64,0.9605,50.4975
-2.58,0.9605,39.8832
-2.52,0.9605,29.5117
-2.46,0.9605,21.5249
-2.4,0.9605,17.0162
-2.34,0.9605,16.0915
-2.28,0.9605,18.758
-2.22,0.9605,25.0137
-2.16,0.9605,40.1636
-2.1,0.9605,38.9974
-2.04,0.9605,38.029
-1.98,0.9605,36.6024
-1.92,0.9605,34.226
-1.86,0.9605,31.9318
-1.8,0.9605,29.4025
-1.74,0.9605,26.0414
-1.68,0.9605,24.9645
-1.62,0.9605,26.1037
-1.56,0.9605,27.7319
-1.5,0.9605,27.9433
-1.44,0.9605,29.1788
-1.38,0.9605,26.5436
-1.32,0.9605,23.9342
-1.26,0.9605,22.9916
-1.2,0.9605,23.2572
-1.14,0.9605,25.8298
-1.08,0.9605,30.5282
-1.02,0.9605,31.4126
-0.96,0.9605,29.3545
-0.9,0.9605,29.6283
-0.84,0.9605,32.5862
-0.78,0.9605,33.4857
-0.72,0.9605,33.1555
-0.66,0.9605,35.711
-0.6,0.9605,39.7681
-0.54,0.9605,41.651
-0.48,0.9605,43.5828
-0.42,0.9605,43.2988
-0.36,0.9605,42.5075
-0.3,0.9605,41.283
-0.24,0.9605,39.5849
-0.18,0.9605,37.7269
-0.12,0.9605,36.8571
-0.06,0.9605,36.4068
-0.0,0.9605,35.4576
0.06,0.9605,34.5905
0.12,0.9605,34.757
0.18,0.9605,34.7391
0.24,0.9605,34.2174
0.3,0.9605,33.7806
0.36,0.9605,33.9378
0.42,0.9605,35.5799
0.48,0.9605,36.7436
0.54,0.9605,36.2006
0.6,0.9605,34.6688
0.66,0.9605,34.3625
0.72,0.9605,35.5075
0.78,0.9605,36.9513
0.84,0.9605,37.3843
0.9,0.9605,37.5208
0.96,0.9605,38.3326
1.02,0.9605,38.5217
1.08,0.9605,38.6854
1.14,0.9605,39.1017
1.2,0.9605,40.4036
1.26,0.9605,40.4415
1.32,0.9605,40.4629
1.38,0.9605,40.1159
1.44,0.9605,39.9409
1.5,0.9605,41.7478
1.56,0.9605,43.4861
1.62,0.9605,42.9434
1.68,0.9605,41.8089
1.74,0.9605,40.966
1.8,0.9605,40.7406
1.86,0.9605,42.2289
1.92,0.9605,44.4528
1.98,0.9605,43.7854
2.04,0.9605,42.8301
2.1,0.9605,41.8632
2.16,0.9605,42.6253
2.22,0.9605,45.9926
2.28,0.9605,50.9889
2.34,0.9605,54.0871
2.4,0.9605,56.0438
2.46,0.9605,57.9044
2.52,0.9605,62.4142
2.58,0.9605,70.4569
2.64,0.9605,inf
2.7,0.9605,inf
2.76,0.9605,inf
2.82,0.9605,inf
2.88,0.9605,inf
2.94,0.9605,inf
3.0,0.9605,inf
-3.0,0.977,inf
-2.94,0.977,inf
-2.88,0.977,inf
-2.82,0.977,inf
-2.76,0.977,inf
-2.7,0.977,65.3733
-2.64,0.977,53.1966
-2.58,0.977,42.4139
-2.52,0.977,31.9303
-2.46,0.977,23.9303
-2.4,0.977,19.4207
-2.34,0.977,18.4959
-2.28,0.977,21.1624
-2.22,0.977,27.4192
-2.16,0.977,44.6969
-2.1,0.977,44.4314
-2.04,0.977,43.265
-1.98,0.977,41.4217
-1.92,0.977,38.799
-1.86,0.977,36.0142
-1.8,0.977,32.1727
-1.74,0.977,28.4094
-1.68,0.977,27.3708
-1.62,0.977,28.658
-1.56,0.977,31.1127
-1.5,0.977,32.4123
-1.44,0.977,33.1086
-1.38,0.977,29.0469
-1.32,0.977,26.2587
-1.26,0.977,25.1533
-1.2,0.977,25.3403
-1.14,0.977,27.9855
-1.08,0.977,32.8328
-1.02,0.977,33.9464
-0.96,0.977,31.8517
-0.9,0.977,32.0472
-0.84,0.977,34.7193
-0.78,0.977,34.3282
-0.72,0.977,33.8364
-0.66,0.977,36.4566
-0.6,0.977,40.7606
-0.54,0.977,42.81
-0.48,0.977,44.9127
-0.42,0.977,44.7326
-0.36,0.977,43.7193
-0.3,0.977,42.3384
-0.24,0.977,40.6793
-0.18,0.977,38.7659
-0.12,0.977,37.7312
-0.06,0.977,37.1042
-0.0,0.977,35.7683
0.06,0.977,34.6201
0.12,0.977,34.8739
0.18,0.977,34.8182
0.24,0.977,34.2109
0.3,0.977,33.8174
0.36,0.977,34.0711
0.42,0.977,35.7465
0.48,0.977,36.7597
0.54,0.977,36.1688
0.6,0.977,34.4825
0.66,0.977,34.1303
0.72,0.977,35.2616
0.78,0.977,36.784
0.84,0.977,37.2262
0.9,0.977,37.1819
0.96,0.977,37.774
1.02,0.977,37.7959
1.08,0.977,37.843
1.14,0.977,38.1247
1.2,0.977,39.6363
1.26,0.977,40.147
1.32,0.977,40.3834
1.38,0.977,40.2942
1.44,0.977,40.2828
1.5,0.977,41.9449
1.56,0.977,43.2315
1.62,0.977,42.3345
1.68,0.977,41.1468
1.74,0.977,40.536
1.8,0.977,40.3652
1.86,0.977,41.779
1.92,0.977,43.9797
1.98,0.977,43.2327
2.04,0.977,41.92
2.1,0.977,40.8228
2.16,0.977,41.6708
2.22,0.977,45.1411
2.28,0.977,50.0327
2.34,0.977,52.7668
2.4,0.977,54.5313
2.46,0.977,56.2802
2.52,0.977,60.7369
2.58,0.977,68.7165
2.64,0.977,inf
2.7,0.977,inf
2.76,0.977,inf
2.82,0.977,inf
2.88,0.977,inf
2.94,0.977,inf
3.0,0.977,inf
-3.0,0.9935,inf
-2.94,0.9935,inf
-2.88,0.9935,inf
-2.82,0.9935,inf
-2.76,0.9935,inf
-2.7,0.9935,inf
-2.64,0.9935,inf
-2.58,0.9935,46.4243
-2.52,0.9935,34.7234
-2.46,0.9935,26.6144
-2.4,0.9935,22.0972
-2.34,0.9935,21.1719
-2.28,0.9935,23.8384
-2.22,0.9935,30.0955
-2.16,0.9935,47.596
-2.1,0.9935,47.8059
-2.04,0.9935,47.9166
-1.98,0.9935,45.5269
-1.92,0.9935,41.6724
-1.86,0.9935,38.544
-1.8,0.9935,34.773
-1.74,0.9935,31.0661
-1.68,0.9935,30.1373
-1.62,0.9935,31.5985
-1.56,0.9935,34.9115
-1.5,0.9935,39.192
-1.44,0.9935,37.2593
-1.38,0.9935,31.8282
-1.32,0.9935,29.074
-1.26,0.9935,27.7782
-1.2,0.9935,27.7391
-1.14,0.9935,30.3563
-1.08,0.9935,35.0381
-1.02,0.9935,35.9249
-0.96,0.9935,34.3762
-0.9,0.9935,34.7288
-0.84,0.9935,37.1301
-0.78,0.9935,35.3656
-0.72,0.9935,34.7597
-0.66,0.9935,37.4342
-0.6,0.9935,41.9492
-0.54,0.9935,44.1506
-0.48,0.9935,46.4094
-0.42,0.9935,46.3351
-0.36,0.9935,45.1219
-0.3,0.9935,43.626
-0.24,0.9935,42.0085
-0.18,0.9935,40.0135
-0.12,0.9935,38.7817
-0.06,0.9935,37.9642
-0.0,0.9935,36.1871
0.06,0.9935,34.7701
0.12,0.9935,35.0983
0.18,0.9935,35.0387
0.24,0.9935,34.351
0.3,0.9935,33.9782
0.36,0.9935,34.3662
0.42,0.9935,36.1057
0.48,0.9935,36.9564
0.54,0.9935,36.3174
0.6,0.9935,34.4887
0.66,0.9935,34.0951
0.72,0.9935,35.1972
0.78,0.9935,36.784
0.84,0.9935,37.2492
0.9,0.9935,37.0485
0.96,0.9935,37.431
1.02,0.9935,37.2932
1.08,0.9935,37.1953
1.14,0.9935,37.3409
1.2,0.9935,38.9923
1.26,0.9935,39.9617
1.32,0.9935,40.4535
1.38,0.9935,40.6397
1.44,0.9935,40.7737
1.5,0.9935,42.2135
1.56,0.9935,43.089
1.62,0.9935,41.8745
1.68,0.9935,40.6322
1.74,0.9935,40.2611
1.8,0.9935,40.1971
1.86,0.9935,41.5336
1.92,0.9935,43.5709
1.98,0.9935,42.6804
2.04,0.9935,41.1487
2.1,0.9935,40.0088
2.16,0.9935,40.9449
2.22,0.9935,44.4616
2.28,0.9935,48.9499
2.34,0.9935,51.3457
2.4,0.9935,53.1824
2.46,0.9935,54.9298
2.52,0.9935,59.355
2.58,0.9935,67.2882
2.64,0.9935,inf
2.7,0.9935,inf
2.76,0.9935,inf
2.82,0.9935,inf
2.88,0.9935,inf
2.94,0.9935,inf
3.0,0.9935,inf
-3.0,1.01,inf
-2.94,1.01,inf
-2.88,1.01,inf
-2.82,1.01,inf
-2.76,1.01,inf
-2.7,1.01,inf
-2.64,1.01,inf
-2.58,1.01,inf
-2.52,1.01,inf
-2.46,1.01,83.495
-2.4,1.01,72.4709
-2.34,1.01,63.7621
-2.28,1.01,57.0262
-2.22,1.01,52.6498
-2.16,1.01,50.9348
-2.1,1.01,51.2168
-2.04,1.01,51.7561
-1.98,1.01,49.4504
-1.92,1.01,44.6585
-1.86,1.01,41.2939
-1.8,1.01,37.6198
-1.74,1.01,34.0102
-1.68,1.01,33.5368
-1.62,1.01,36.5243
-1.56,1.01,41.2745
-1.5,1.01,42.5992
-1.44,1.01,41.8925
-1.38,1.01,37.0913
-1.32,1.01,33.5726
-1.26,1.01,30.9053
-1.2,1.01,30.5911
-1.14,1.01,33.6117
-1.08,1.01,38.1915
-1.02,1.01,38.7941
-0.96,1.01,40.5872
-0.9,1.01,42.6804
-0.84,1.01,40.3645
-0.78,1.01,36.5634
-0.72,1.01,35.9283
-0.66,1.01,38.6529
-0.6,1.01,43.351
-0.54,1.01,45.6947
-0.48,1.01,48.0884
-0.42,1.01,48.1009
-0.36,1.01,46.7192
-0.3,1.01,45.1463
-0.24,1.01,43.568
-0.18,1.01,41.46
-0.12,1.01,40.0044
-0.06,1.01,38.9786
-0.0,1.01,36.7156
0.06,1.01,35.0507
0.12,1.01,35.4257
0.18,1.01,35.4037
0.24,1.01,34.6361
0.3,1.01,34.2528
0.36,1.01,34.8113
0.42,1.01,36.6524
0.48,1.01,37.3358
0.54,1.01,36.6532
0.6,1.01,34.6992
0.66,1.01,34.2674
0.72,1.01,35.3271
0.78,1.01,36.9645
0.84,1.01,37.4607
0.9,1.01,37.1279
0.96,1.01,37.3126
1.02,1.01,37.0265
1.08,1.01,36.7675
1.14,1.01,36.782
1.2,1.01,38.5142
1.26,1.01,39.8922
1.32,1.01,40.6674
1.38,1.01,41.1302
1.44,1.01,41.3668
1.5,1.01,42.5047
1.56,1.01,43.0386
1.62,1.01,41.5652
1.68,1.01,40.2793
1.74,1.01,40.1325
1.8,1.01,40.2229
1.86,1.01,41.4771
1.92,1.01,43.2106
1.98,1.01,42.1391
2.04,1.01,40.5414
2.1,1.01,39.4236
2.16,1.01,40.4422
2.22,1.01,43.927
2.28,1.01,47.7685
2.34,1.01,49.9192
2.4,1.01,51.8741
2.46,1.01,53.6455
2.52,1.01,58.0365
2.58,1.01,65.9125
2.64,1.01,inf
2.7,1.01,inf
2.76,1.01,inf
2.82,1.01,inf
2.88,1.01,inf
2.94,1.01,inf
3.0,1.01,inf
-3.0,1.0265,inf
-2.94,1.0265,inf
-2.88,1.0265,inf
-2.82,1.0265,inf
-2.76,1.0265,inf
-2.7,1.0265,inf
-2.64,1.0265,inf
-2.58,1.0265,inf
-2.52,1.0265,inf
-2.46,1.0265,86.3051
-2.4,1.0265,75.8416
-2.34,1.0265,68.0194
-2.28,1.0265,62.2736
-2.22,1.0265,58.2994
-2.16,1.0265,56.1951
-2.1,1.0265,56.268
-2.04,1.0265,56.9975
-1.98,1.0265,52.7468
-1.92,1.0265,47.4556
-1.86,1.0265,44.4574
-1.8,1.0265,44.5364
-1.74,1.0265,47.1485
-1.68,1.0265,49.5629
-1.62,1.0265,48.1785
-1.56,1.0265,45.4408
-1.5,1.0265,44.8076
-1.44,1.0265,44.4964
-1.38,1.0265,39.8343
-1.32,1.0265,36.314
-1.26,1.0265,33.6459
-1.2,1.0265,33.3308
-1.14,1.0265,36.3311
-1.08,1.0265,40.3549
-1.02,1.0265,40.5874
-0.96,1.0265,42.8345
-0.9,1.0265,45.8712
-0.84,1.0265,41.9436
-0.78,1.0265,37.9831
-0.72,1.0265,37.3547
-0.66,1.0265,40.1227
-0.6,1.0265,45.0034
-0.54,1.0265,47.4951
-0.48,1.0265,49.9945
-0.42,1.0265,50.113
-0.36,1.0265,48.575
-0.3,1.0265,46.9184
-0.24,1.0265,45.3685
-0.18,1.0265,43.1038
-0.12,1.0265,41.4022
-0.06,1.0265,40.1411
-0.0,1.0265,37.3648
0.06,1.0265,35.4733
0.12,1.0265,35.8568
0.18,1.0265,35.9194
0.24,1.0265,35.069
0.3,1.0265,34.64
0.36,1.0265,35.3952
0.42,1.0265,37.3802
0.48,1.0265,37.9006
0.54,1.0265,37.1841
0.6,1.0265,35.1258
0.66,1.0265,34.6578
0.72,1.0265,35.6645
0.78,1.0265,37.3396
0.84,1.0265,37.8703
0.9,1.0265,37.4273
0.96,1.0265,37.4263
1.02,1.0265,37.004
1.08,1.0265,36.5752
1.14,1.0265,36.4665
1.2,1.0265,38.234
1.26,1.0265,39.9513
1.32,1.0265,41.0234
1.38,1.0265,41.7391
1.44,1.0265,42.007
1.5,1.0265,42.787
1.56,1.0265,43.0546
1.62,1.0265,41.4099
1.68,1.0265,40.1049
1.74,1.0265,40.1466
1.8,1.0265,40.4226
1.86,1.0265,41.5831
1.92,1.0265,42.8959
1.98,1.0265,41.646
2.04,1.0265,40.1127
2.1,1.0265,39.0609
2.16,1.0265,40.1474
2.22,1.0265,43.4815
2.28,1.0265,46.4377
2.34,1.0265,48.3643
2.4,1.0265,50.4808
2.46,1.0265,52.3424
2.52,1.0265,56.709
2.58,1.0265,64.5248
2.64,1.0265,inf
2.7,1.0265,inf
2.76,1.0265,inf
2.82,1.0265,inf
2.88,1.0265,inf
2.94,1.0265,inf
3.0,1.0265,inf
-3.0,1.043,inf
-2.94,1.043,inf
-2.88,1.043,inf
-2.82,1.043,inf
-2.76,1.043,inf
-2.7,1.043,inf
-2.64,1.043,inf
-2.58,1.043,inf
-2.52,1.043,inf
-2.46,1.043,89.3736
-2.4,1.043,79.6232
-2.34,1.043,73.4645
-2.28,1.043,70.7653
-2.22,1.043,68.3777
-2.16,1.043,63.5576
-2.1,1.043,61.6314
-2.04,1.043,62.0444
-1.98,1.043,58.4566
-1.92,1.043,54.4437
-1.86,1.043,52.7122
-1.8,1.043,52.6298
-1.74,1.043,53.7055
-1.68,1.043,54.5648
-1.62,1.043,51.1688
-1.56,1.043,47.8228
-1.5,1.043,47.1975
-1.44,1.043,49.2784
-1.38,1.043,49.3974
-1.32,1.043,46.2796
-1.26,1.043,43.7311
-1.2,1.043,43.4118
-1.14,1.043,44.9908
-1.08,1.043,43.3618
-1.02,1.043,42.5748
-0.96,1.043,44.8465
-0.9,1.043,47.9097
-0.84,1.043,43.6699
-0.78,1.043,39.6622
-0.72,1.043,39.0387
-0.66,1.043,41.8415
-0.6,1.043,46.8749
-0.54,1.043,49.5346
-0.48,1.043,52.2278
-0.42,1.043,52.5304
-0.36,1.043,50.6937
-0.3,1.043,48.934
-0.24,1.043,47.4021
-0.18,1.043,44.9347
-0.12,1.043,42.9765
-0.06,1.043,41.4463
-0.0,1.043,38.1501
0.06,1.043,36.0469
0.12,1.043,36.3967
0.18,1.043,36.5931
0.24,1.043,35.657
0.3,1.043,35.1499
0.36,1.043,36.1112
0.42,1.043,38.2829
0.48,1.043,38.6541
0.54,1.043,37.9184
0.6,1.043,35.7789
0.66,1.043,35.2755
0.72,1.043,36.2213
0.78,1.043,37.9236
0.84,1.043,38.488
0.9,1.043,37.9536
0.96,1.043,37.7782
1.02,1.043,37.2311
1.08,1.043,36.6278
1.14,1.043,36.4045
1.2,1.043,38.1732
1.26,1.043,40.1546
1.32,1.043,41.5231
1.38,1.043,42.4388
1.44,1.043,42.646
1.5,1.043,43.0557
1.56,1.043,43.1112
1.62,1.043,41.4093
1.68,1.043,40.1238
1.74,1.043,40.3052
1.8,1.043,40.7677
1.86,1.043,41.8131
1.92,1.043,42.6426
1.98,1.043,41.2489
2.04,1.043,39.8647
2.1,1.043,38.9022
2.16,1.043,40.023
2.22,1.043,43.029
2.28,1.043,45.0125
2.34,1.043,46.7218
2.4,1.043,48.9828
2.46,1.043,50.991
2.52,1.043,55.3506
2.58,1.043,63.1132
2.64,1.043,inf
2.7,1.043,inf
2.76,1.043,inf
2.82,1.043,inf
2.88,1.043,inf
2.94,1.043,inf
3.0,1.043,inf
-3.0,1.0595,inf
-2.94,1.0595,inf
-2.88,1.0595,inf
-2.82,1.0595,inf
-2.76,1.0595,inf
-2.7,1.0595,inf
-2.64,1.0595,inf
-2.58,1.0595,inf
-2.52,1.0595,inf
-2.46,1.0595,inf
-2.4,1.0595,inf
-2.34,1.0595,inf
-2.28,1.0595,inf
-2.22,1.0595,inf
-2.16,1.0595,inf
-2.1,1.0595,83.0872
-2.04,1.0595,70.9963
-1.98,1.0595,62.4778
-1.92,1.0595,57.4845
-1.86,1.0595,55.7182
-1.8,1.0595,56.21
-1.74,1.0595,58.2191
-1.68,1.0595,59.4841
-1.62,1.0595,54.2279
-1.56,1.0595,50.4083
-1.5,1.0595,49.7124
-1.44,1.0595,51.9073
-1.38,1.0595,51.8973
-1.32,1.0595,48.5206
-1.26,1.0595,45.8144
-1.2,1.0595,45.4846
-1.14,1.0595,47.3835
-1.08,1.0595,45.7184
-1.02,1.0595,44.8435
-0.96,1.0595,47.1131
-0.9,1.0595,50.1474
-0.84,1.0595,45.6413
-0.78,1.0595,41.6031
-0.72,1.0595,40.9854
-0.66,1.0595,43.8166
-0.6,1.0595,48.9673
-0.54,1.0595,51.7328
-0.48,1.0595,54.4897
-0.42,1.0595,54.7974
-0.36,1.0595,52.9366
-0.3,1.0595,51.2058
-0.24,1.0595,49.7277
-0.18,1.0595,47.019
-0.12,1.0595,44.7719
-0.06,1.0595,42.9
-0.0,1.0595,39.0871
0.06,1.0595,36.7769
0.12,1.0595,37.0537
0.18,1.0595,37.431
0.24,1.0595,36.4108
0.3,1.0595,35.8017
0.36,1.0595,36.9599
0.42,1.0595,39.3552
0.48,1.0595,39.601
0.54,1.0595,38.8647
0.6,1.0595,36.6679
0.66,1.0595,36.1289
0.72,1.0595,37.0078
0.78,1.0595,38.7287
0.84,1.0595,39.3241
0.9,1.0595,38.7131
0.96,1.0595,38.3736
1.02,1.0595,37.7111
1.08,1.0595,36.9314
1.14,1.0595,36.6019
1.2,1.0595,38.3457
1.26,1.0595,40.5178
1.32,1.0595,42.1689
1.38,1.0595,43.2082
1.44,1.0595,43.264
1.5,1.0595,43.3289
1.56,1.0595,43.1896
1.62,1.0595,41.5587
1.68,1.0595,40.3462
1.74,1.0595,40.6136
1.8,1.0595,41.2195
1.86,1.0595,42.1183
1.92,1.0595,42.4787
1.98,1.0595,40.987
2.04,1.0595,39.7825
2.1,1.0595,38.9102
2.16,1.0595,40.0109
2.22,1.0595,42.4901
2.28,1.0595,43.5915
2.34,1.0595,45.0999
2.4,1.0595,47.458
2.46,1.0595,49.6274
2.52,1.0595,53.9982
2.58,1.0595,61.7244
2.64,1.0595,93.261
2.7,1.0595,inf
2.76,1.0595,inf
2.82,1.0595,inf
2.88,1.0595,inf
2.94,1.0595,inf
3.0,1.0595,inf
-3.0,1.076,inf
-2.94,1.076,inf
-2.88,1.076,inf
-2.82,1.076,inf
-2.76,1.076,inf
-2.7,1.076,inf
-2.64,1.076,inf
-2.58,1.076,inf
-2.52,1.076,inf
-2.46,1.076,inf
-2.4,1.076,inf
-2.34,1.076,inf
-2.28,1.076,inf
-2.22,1.076,inf
-2.16,1.076,inf
-2.1,1.076,inf
-2.04,1.076,inf
-1.98,1.076,77.4242
-1.92,1.076,68.2998
-1.86,1.076,62.696
-1.8,1.076,60.5546
-1.74,1.076,61.7301
-1.68,1.076,62.443
-1.62,1.076,56.9485
-1.56,1.076,53.0966
-1.5,1.076,52.4445
-1.44,1.076,54.9518
-1.38,1.076,54.9974
-1.32,1.076,51.1816
-1.26,1.076,48.2095
-1.2,1.076,47.7925
-1.14,1.076,49.7804
-1.08,1.076,48.2565
-1.02,1.076,47.3818
-0.96,1.076,49.7057
-0.9,1.076,52.7202
-0.84,1.076,47.8818
-0.78,1.076,43.8111
-0.72,1.076,43.1954
-0.66,1.076,46.0506
-0.6,1.076,51.3694
-0.54,1.076,54.482
-0.48,1.076,57.4556
-0.42,1.076,57.4496
-0.36,1.076,55.4764
-0.3,1.076,53.7684
-0.24,1.076,52.3102
-0.18,1.076,49.254
-0.12,1.076,46.7309
-0.06,1.076,44.4924
-0.0,1.076,40.1859
0.06,1.076,37.6658
0.12,1.076,37.8393
0.18,1.076,38.438
0.24,1.076,37.3432
0.3,1.076,36.6191
0.36,1.076,37.9508
0.42,1.076,40.5951
0.48,1.076,40.748
0.54,1.076,40.0308
0.6,1.076,37.8001
0.66,1.076,37.2244
0.72,1.076,38.0325
0.78,1.076,39.7652
0.84,1.076,40.3874
0.9,1.076,39.7111
0.96,1.076,39.2166
1.02,1.076,38.4463
1.08,1.076,37.49
1.14,1.076,37.0617
1.2,1.076,38.7605
1.26,1.076,41.0555
1.32,1.076,42.9617
1.38,1.076,44.0403
1.44,1.076,43.8782
1.5,1.076,43.6284
1.56,1.076,43.2857
1.62,1.076,41.8468
1.68,1.076,40.7762
1.74,1.076,41.076
1.8,1.076,41.7288
1.86,1.076,42.4463
1.92,1.076,42.4296
1.98,1.076,40.8789
2.04,1.076,39.8251
2.1,1.076,39.0116
2.16,1.076,40.008
2.22,1.076,41.8178
2.28,1.076,42.2531
2.34,1.076,43.5794
2.4,1.076,45.9909
2.46,1.076,48.3224
2.52,1.076,52.7181
2.58,1.076,60.3938
2.64,1.076,77.6898
2.7,1.076,92.6904
2.76,1.076,135.0594
2.82,1.076,143.5517
2.88,1.076,inf
2.94,1.076,inf
3.0,1.076,inf
-3.0,1.0925,inf
-2.94,1.0925,inf
-2.88,1.0925,inf
-2.82,1.0925,inf
-2.76,1.0925,inf
-2.7,1.0925,inf
-2.64,1.0925,inf
-2.58,1.0925,inf
-2.52,1.0925,inf
-2.46,1.0925,inf
-2.4,1.0925,inf
-2.34,1.0925,inf
-2.28,1.0925,inf
-2.22,1.0925,inf
-2.16,1.0925,inf
-2.1,1.0925,inf
-2.04,1.0925,inf
-1.98,1.0925,inf
-1.92,1.0925,inf
-1.86,1.0925,inf
-1.8,1.0925,inf
-1.74,1.0925,inf
-1.68,1.0925,106.3075
-1.62,1.0925,94.897
-1.56,1.0925,87.0783
-1.5,1.0925,73.9385
-1.44,1.0925,64.6341
-1.38,1.0925,58.4247
-1.32,1.0925,54.1101
-1.26,1.0925,50.9572
-1.2,1.0925,50.4357
-1.14,1.0925,52.5523
-1.08,1.0925,51.1944
-1.02,1.0925,50.2695
-0.96,1.0925,52.636
-0.9,1.0925,55.6115
-0.84,1.0925,50.42
-0.78,1.0925,46.3315
-0.72,1.0925,45.743
-0.66,1.0925,48.6949
-0.6,1.0925,54.2821
-0.54,1.0925,57.3482
